Row ID+O6G3A1:R6,Order ID/Invoice no.,Order Date,Membership Plan,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sales,months,Profit,Membership cancelled
327,US-2019-141544,8/30/2019,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,290.898,,-67.8762,
328,US-2019-141544,8/30/2019,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,OFF-ST-10000675,Office Supplies,54.224,,3.389,
329,US-2019-141544,8/30/2019,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,786.744,,-258.5016,
330,US-2019-141544,8/30/2019,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,OFF-LA-10001074,Office Supplies,100.24,,33.831,
331,US-2019-141544,8/30/2019,First Class,PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001524,Office Supplies,37.764,,-27.6936,
6337,CA-2019-165995,8/30/2019,Standard Class,BG-11740,Bruce Geld,Consumer,Los Angeles,California,West,FUR-FU-10000672,Furniture,47.04,,15.9936,
6338,CA-2019-165995,8/30/2019,Standard Class,BG-11740,Bruce Geld,Consumer,Los Angeles,California,West,TEC-PH-10004908,Technology,339.96,,42.495,
5774,CA-2019-117408,8/31/2019,Standard Class,TP-21130,Theone Pippenger,Consumer,Waco,Texas,Central,OFF-ST-10001580,Office Supplies,23.968,,2.3968,
350,CA-2019-129714,1/9/2019,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,East,TEC-AC-10000290,Technology,6.79,,2.3086,
351,CA-2019-129714,1/9/2019,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,East,OFF-PA-10001970,Office Supplies,24.56,,11.5432,
352,CA-2019-129714,1/9/2019,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,East,OFF-BI-10002160,Office Supplies,3.048,,1.0668,
353,CA-2019-129714,1/9/2019,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,East,OFF-PA-10001970,Office Supplies,49.12,,23.0864,
354,CA-2019-129714,1/9/2019,First Class,AB-10060,Adam Bellavance,Home Office,New York City,New York,East,OFF-BI-10004995,Office Supplies,4355.168,,1415.4296,
963,CA-2019-120859,1/9/2019,First Class,CV-12805,Cynthia Voltz,Corporate,San Francisco,California,West,OFF-EN-10001335,Office Supplies,21.88,,10.94,
2143,CA-2019-155481,1/9/2019,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,30.48,,9.906,
2144,CA-2019-155481,1/9/2019,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,23.988,,-4.7976,
2145,CA-2019-155481,1/9/2019,Standard Class,DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,16.688,,5.4236,
6077,CA-2019-151561,1/9/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,East,TEC-AC-10001432,Technology,468.9,,206.316,
6078,CA-2019-151561,1/9/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,East,TEC-AC-10003399,Technology,72.48,,30.4416,
6079,CA-2019-151561,1/9/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,East,OFF-SU-10001574,Office Supplies,10.95,,3.285,
6080,CA-2019-151561,1/9/2019,Standard Class,PG-18820,Patrick Gardner,Consumer,New York City,New York,East,FUR-FU-10004864,Furniture,191.82,,61.3824,
6983,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,OFF-BI-10004728,Office Supplies,24.1,,11.086,
6984,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,TEC-PH-10002365,Technology,8.78,,2.2828,
6985,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,OFF-AP-10002457,Office Supplies,376.74,,71.162,
6986,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,29.52,,14.4648,
6987,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,OFF-AR-10004999,Office Supplies,11.96,,2.99,
6988,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Consumer,Detroit,Michigan,Central,OFF-BI-10001116,Office Supplies,26.4,,12.672,
7482,CA-2019-124583,1/9/2019,Second Class,LB-16795,Laurel Beltran,Home Office,Huntington Beach,California,West,OFF-EN-10002500,Office Supplies,12.78,,5.751,
1408,CA-2019-130407,2/9/2019,Standard Class,KD-16270,Karen Daniels,Consumer,New York City,New York,East,OFF-AR-10002240,Office Supplies,75.48,,19.6248,
1409,CA-2019-130407,2/9/2019,Standard Class,KD-16270,Karen Daniels,Consumer,New York City,New York,East,FUR-FU-10001967,Furniture,39.98,,9.995,
3416,CA-2019-116540,2/9/2019,Same Day,SS-20590,Sonia Sunley,Consumer,Madison,Wisconsin,Central,OFF-FA-10002676,Office Supplies,1.81,,0.6516,
3417,CA-2019-116540,2/9/2019,Same Day,SS-20590,Sonia Sunley,Consumer,Madison,Wisconsin,Central,OFF-BI-10004970,Office Supplies,8.26,,3.8822,
5429,CA-2019-113096,2/9/2019,First Class,SZ-20035,Sam Zeldin,Home Office,San Francisco,California,West,OFF-ST-10003455,Office Supplies,46.53,,12.0978,
6763,CA-2019-144764,2/9/2019,Standard Class,RL-19615,Rob Lucas,Consumer,Chicago,Illinois,Central,OFF-LA-10000240,Office Supplies,29.24,,9.8685,
6764,CA-2019-144764,2/9/2019,Standard Class,RL-19615,Rob Lucas,Consumer,Chicago,Illinois,Central,OFF-ST-10002485,Office Supplies,35.168,,-8.3524,
6765,CA-2019-144764,2/9/2019,Standard Class,RL-19615,Rob Lucas,Consumer,Chicago,Illinois,Central,TEC-MA-10003230,Technology,1362.9,,-19.47,
6937,CA-2019-129847,2/9/2019,First Class,TA-21385,Tom Ashbrook,Home Office,Chicago,Illinois,Central,FUR-FU-10000277,Furniture,84.272,,-75.8448,
7078,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,OFF-BI-10000014,Office Supplies,22.911,,-17.5651,
7079,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,OFF-AP-10000159,Office Supplies,309.456,,34.8138,
7080,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,OFF-AR-10003560,Office Supplies,19.456,,3.4048,
7081,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,FUR-TA-10001768,Furniture,472.518,,-149.6307,
7082,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,TEC-AC-10002049,Technology,1012.68,,303.804,
7083,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Consumer,Charlotte,North Carolina,South,OFF-BI-10003166,Office Supplies,17.22,,-12.628,
8179,CA-2019-166429,2/9/2019,Standard Class,TG-21310,Toby Gnade,Consumer,Des Moines,Washington,West,TEC-CO-10002095,Technology,999.98,,449.991,
8679,CA-2019-112739,2/9/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,Houston,Texas,Central,OFF-BI-10001132,Office Supplies,8.608,,-13.3424,
8680,CA-2019-112739,2/9/2019,Second Class,RD-19810,Ross DeVincentis,Home Office,Houston,Texas,Central,TEC-AC-10001714,Technology,159.56,,33.9065,
9069,CA-2019-106278,2/9/2019,Second Class,BM-11140,Becky Martin,Consumer,Des Moines,Washington,West,FUR-CH-10003061,Furniture,215.976,,-2.6997,
9070,CA-2019-106278,2/9/2019,Second Class,BM-11140,Becky Martin,Consumer,Des Moines,Washington,West,OFF-EN-10003567,Office Supplies,65.94,,30.9918,
9233,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,FUR-FU-10001889,Furniture,94.68,,31.2444,
9234,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,OFF-ST-10000321,Office Supplies,23.67,,0.9468,
9235,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,TEC-PH-10001530,Technology,1091.168,,68.198,
9236,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,18.69,,5.2332,
9237,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,FUR-TA-10001539,Furniture,568.728,,28.4364,
9238,CA-2019-126732,2/9/2019,Standard Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,OFF-BI-10001553,Office Supplies,7.312,,2.5592,
870,CA-2019-158099,3/9/2019,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,1141.47,,-760.98,
871,CA-2019-158099,3/9/2019,First Class,PK-18910,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,280.782,,-46.797,
1382,US-2019-100566,3/9/2019,Standard Class,JK-16120,Julie Kriz,Home Office,Aurora,Illinois,Central,FUR-FU-10003394,Furniture,83.952,,-90.2484,
2160,CA-2019-159737,3/9/2019,Standard Class,CS-11950,Carlos Soltero,Consumer,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,8.808,,-14.9736,
2283,CA-2019-132143,3/9/2019,First Class,FM-14215,Filia McAdams,Corporate,Middletown,Connecticut,East,OFF-PA-10002713,Office Supplies,48.16,,22.1536,
2772,CA-2019-163986,3/9/2019,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,54.5,,14.17,
5354,US-2019-101616,3/9/2019,First Class,CY-12745,Craig Yedwab,Corporate,Monroe,Louisiana,South,OFF-BI-10000014,Office Supplies,87.28,,41.0216,
6779,US-2019-147711,3/9/2019,Second Class,HF-14995,Herbert Flentye,Consumer,Baltimore,Maryland,East,FUR-BO-10003159,Furniture,344.94,,31.0446,
6780,US-2019-147711,3/9/2019,Second Class,HF-14995,Herbert Flentye,Consumer,Baltimore,Maryland,East,FUR-FU-10002364,Furniture,14.76,,4.2804,
6781,US-2019-147711,3/9/2019,Second Class,HF-14995,Herbert Flentye,Consumer,Baltimore,Maryland,East,OFF-BI-10003350,Office Supplies,12.76,,5.8696,
6782,US-2019-147711,3/9/2019,Second Class,HF-14995,Herbert Flentye,Consumer,Baltimore,Maryland,East,OFF-LA-10004093,Office Supplies,58.48,,27.4856,
7563,US-2019-104815,3/9/2019,Standard Class,RB-19570,Rob Beeghly,Consumer,Chicago,Illinois,Central,FUR-BO-10003894,Furniture,198.744,,0,
8660,CA-2019-153185,3/9/2019,Standard Class,MH-17620,Matt Hagelstein,Corporate,Cincinnati,Ohio,East,OFF-PA-10002246,Office Supplies,30.96,,11.223,
3788,CA-2019-169971,4/9/2019,Standard Class,IL-15100,Ivan Liston,Consumer,Houston,Texas,Central,OFF-AR-10002804,Office Supplies,3.912,,1.0269,
3789,CA-2019-169971,4/9/2019,Standard Class,IL-15100,Ivan Liston,Consumer,Houston,Texas,Central,OFF-AR-10001044,Office Supplies,62.376,,7.0173,
5331,CA-2019-123120,4/9/2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,New York City,New York,East,FUR-FU-10004748,Furniture,63.94,,24.9366,
5332,CA-2019-123120,4/9/2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,New York City,New York,East,OFF-BI-10001460,Office Supplies,60.6,,20.4525,
5333,CA-2019-123120,4/9/2019,Standard Class,CV-12295,Christina VanderZanden,Consumer,New York City,New York,East,OFF-SU-10002503,Office Supplies,22.72,,6.5888,
5807,CA-2019-149783,4/9/2019,Second Class,DL-13315,Delfina Latchford,Consumer,Knoxville,Tennessee,South,OFF-PA-10002195,Office Supplies,12.192,,4.1148,
5808,CA-2019-149783,4/9/2019,Second Class,DL-13315,Delfina Latchford,Consumer,Knoxville,Tennessee,South,OFF-AP-10001205,Office Supplies,87.168,,8.7168,
5809,CA-2019-149783,4/9/2019,Second Class,DL-13315,Delfina Latchford,Consumer,Knoxville,Tennessee,South,OFF-AR-10002987,Office Supplies,31.744,,8.3328,
6037,CA-2019-131205,4/9/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,Georgetown,Kentucky,South,FUR-FU-10003347,Furniture,42.6,,16.614,
6038,CA-2019-131205,4/9/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-BI-10000315,Office Supplies,113.94,,54.6912,
6039,CA-2019-131205,4/9/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-ST-10002583,Office Supplies,129.92,,5.1968,
6040,CA-2019-131205,4/9/2019,Standard Class,AA-10645,Anna Andreadi,Consumer,Georgetown,Kentucky,South,OFF-AR-10003469,Office Supplies,5.28,,2.5344,
8737,CA-2019-168774,4/9/2019,Standard Class,RP-19855,Roy Phan,Corporate,Woodbury,Minnesota,Central,OFF-ST-10001490,Office Supplies,535.41,,160.623,
9073,CA-2019-142524,4/9/2019,Standard Class,MB-18085,Mick Brown,Consumer,Springfield,Missouri,Central,OFF-EN-10003286,Office Supplies,16.56,,7.7832,
9074,CA-2019-142524,4/9/2019,Standard Class,MB-18085,Mick Brown,Consumer,Springfield,Missouri,Central,TEC-AC-10000109,Technology,279.95,,67.188,
9602,CA-2019-117604,4/9/2019,Standard Class,JP-15520,Jeremy Pistek,Consumer,Jonesboro,Arkansas,South,OFF-PA-10001357,Office Supplies,239.5,,114.96,
9929,CA-2019-129630,4/9/2019,Same Day,IM-15055,Ionia McGrath,Consumer,San Francisco,California,West,FUR-FU-10000260,Furniture,24.27,,8.7372,
9930,CA-2019-129630,4/9/2019,Same Day,IM-15055,Ionia McGrath,Consumer,San Francisco,California,West,TEC-CO-10003763,Technology,2799.96,,944.9865,
141,CA-2019-110366,5/9/2019,Second Class,JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,82.8,,10.35,
441,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,12.22,,3.666,
442,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,OFF-ST-10000060,Office Supplies,194.94,,23.3928,
443,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,OFF-ST-10003058,Office Supplies,70.95,,20.5755,
444,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,OFF-PA-10002222,Office Supplies,91.36,,42.0256,
445,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,242.94,,29.1528,
446,CA-2019-115756,5/9/2019,Second Class,PK-19075,Pete Kriz,Consumer,Detroit,Michigan,Central,OFF-LA-10001317,Office Supplies,22.05,,10.584,
1281,CA-2019-160815,5/9/2019,First Class,TR-21325,Toby Ritter,Consumer,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,278.4,,80.736,
1795,CA-2019-140774,5/9/2019,Standard Class,BE-11455,Brad Eason,Home Office,Olathe,Kansas,Central,OFF-AR-10004022,Office Supplies,107.94,,26.985,
3145,US-2019-148110,5/9/2019,Standard Class,AR-10825,Anthony Rawles,Corporate,Austin,Texas,Central,FUR-CH-10002647,Furniture,347.802,,-24.843,
3524,CA-2019-137673,5/9/2019,Standard Class,ML-17395,Marina Lichtenstein,Corporate,San Diego,California,West,TEC-AC-10002345,Technology,116,,29,
3617,CA-2019-154536,5/9/2019,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,9.555,,-7.3255,
3874,CA-2019-136231,5/9/2019,Second Class,DM-13015,Darrin Martin,Consumer,Johnson City,Tennessee,South,OFF-EN-10001099,Office Supplies,23.472,,7.6284,
3875,CA-2019-136231,5/9/2019,Second Class,DM-13015,Darrin Martin,Consumer,Johnson City,Tennessee,South,OFF-BI-10001597,Office Supplies,86.058,,-63.1092,
3876,CA-2019-136231,5/9/2019,Second Class,DM-13015,Darrin Martin,Consumer,Johnson City,Tennessee,South,TEC-PH-10002660,Technology,108.784,,6.799,
3877,CA-2019-136231,5/9/2019,Second Class,DM-13015,Darrin Martin,Consumer,Johnson City,Tennessee,South,OFF-PA-10000327,Office Supplies,10.272,,3.21,
4615,CA-2019-144540,5/9/2019,Standard Class,GH-14410,Gary Hansen,Home Office,Houston,Texas,Central,OFF-AP-10002457,Office Supplies,62.79,,-166.3935,
4616,CA-2019-144540,5/9/2019,Standard Class,GH-14410,Gary Hansen,Home Office,Houston,Texas,Central,OFF-FA-10002763,Office Supplies,28.44,,4.266,
4945,CA-2019-151372,5/9/2019,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,96.08,,46.1184,
4946,CA-2019-151372,5/9/2019,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,11.68,,3.942,
4947,CA-2019-151372,5/9/2019,First Class,JH-15985,Joseph Holt,Consumer,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,4.36,,1.7876,
5382,CA-2019-149195,5/9/2019,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,Central,OFF-PA-10001870,Office Supplies,25.92,,9.072,
5383,CA-2019-149195,5/9/2019,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,Central,OFF-FA-10001843,Office Supplies,15.808,,5.3352,
5384,CA-2019-149195,5/9/2019,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,Central,OFF-PA-10002036,Office Supplies,10.368,,3.7584,
5880,CA-2019-133319,5/9/2019,Standard Class,MV-17485,Mark Van Huff,Consumer,New York City,New York,East,OFF-PA-10001815,Office Supplies,192.16,,92.2368,
6777,US-2019-152373,5/9/2019,Standard Class,PT-19090,Pete Takahito,Consumer,San Antonio,Texas,Central,OFF-ST-10003479,Office Supplies,93.456,,-17.523,
6876,US-2019-121013,5/9/2019,Standard Class,MM-17920,Michael Moore,Consumer,Chesapeake,Virginia,South,OFF-LA-10004545,Office Supplies,25.06,,11.7782,
6877,US-2019-121013,5/9/2019,Standard Class,MM-17920,Michael Moore,Consumer,Chesapeake,Virginia,South,FUR-TA-10003238,Furniture,1652.94,,314.0586,
7071,CA-2019-164490,5/9/2019,Second Class,SU-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,OFF-PA-10004971,Office Supplies,9.248,,3.3524,
7522,CA-2019-162383,5/9/2019,Standard Class,MD-17350,Maribeth Dona,Consumer,Lancaster,Ohio,East,OFF-BI-10002824,Office Supplies,8.952,,-7.46,
7523,CA-2019-162383,5/9/2019,Standard Class,MD-17350,Maribeth Dona,Consumer,Lancaster,Ohio,East,OFF-BI-10001757,Office Supplies,8.856,,-6.4944,
7524,CA-2019-162383,5/9/2019,Standard Class,MD-17350,Maribeth Dona,Consumer,Lancaster,Ohio,East,FUR-CH-10004477,Furniture,85.246,,-1.2178,
7550,CA-2019-136595,5/9/2019,First Class,EM-13825,Elizabeth Moffitt,Corporate,Houston,Texas,Central,FUR-FU-10004671,Furniture,21.204,,-11.6622,
7591,CA-2019-158778,5/9/2019,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10000260,Furniture,58.248,,11.6496,
7592,CA-2019-158778,5/9/2019,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10001146,Furniture,71.246,,-19.3382,
7593,CA-2019-158778,5/9/2019,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10000896,Office Supplies,7.872,,0.5904,
7594,CA-2019-158778,5/9/2019,Standard Class,DB-13210,Dean Braden,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10000309,Furniture,887.271,,-63.3765,
9142,CA-2019-139409,5/9/2019,First Class,FW-14395,Fred Wasserman,Corporate,New York City,New York,East,TEC-PH-10003988,Technology,43.6,,12.208,
99,CA-2019-149223,6/9/2019,Standard Class,ER-13855,Elpida Rittenbach,Corporate,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,77.88,,22.5852,
1042,CA-2019-102981,6/9/2019,Second Class,MO-17500,Mary O'Rourke,Consumer,New York City,New York,East,TEC-AC-10004761,Technology,31.86,,11.151,
1043,CA-2019-102981,6/9/2019,Second Class,MO-17500,Mary O'Rourke,Consumer,New York City,New York,East,FUR-BO-10001811,Furniture,722.352,,90.294,
2686,CA-2019-133123,6/9/2019,Standard Class,KB-16315,Karl Braun,Consumer,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,95.952,,29.985,
2687,CA-2019-133123,6/9/2019,Standard Class,KB-16315,Karl Braun,Consumer,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,3.204,,-2.4564,
4514,CA-2019-145240,6/9/2019,First Class,BG-11740,Bruce Geld,Consumer,Houston,Texas,Central,OFF-ST-10001590,Office Supplies,10.784,,0.8088,
5352,CA-2019-123932,6/9/2019,Standard Class,YC-21895,Yoseph Carroll,Corporate,Dallas,Texas,Central,OFF-PA-10004665,Office Supplies,41.92,,15.196,
5353,CA-2019-123932,6/9/2019,Standard Class,YC-21895,Yoseph Carroll,Corporate,Dallas,Texas,Central,TEC-PH-10002447,Technology,329.584,,37.0782,
399,CA-2019-108987,8/9/2019,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,OFF-ST-10001580,Office Supplies,35.952,,3.5952,
400,CA-2019-108987,8/9/2019,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,FUR-BO-10004834,Furniture,2396.2656,,-317.1528,
401,CA-2019-108987,8/9/2019,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,OFF-ST-10000934,Office Supplies,131.136,,-32.784,
402,CA-2019-108987,8/9/2019,Second Class,AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,TEC-AC-10000158,Technology,57.584,,0.7198,
2027,CA-2019-113516,8/9/2019,Second Class,VM-21685,Valerie Mitchum,Home Office,Lancaster,California,West,OFF-BI-10002225,Office Supplies,33.024,,11.5584,
2028,CA-2019-113516,8/9/2019,Second Class,VM-21685,Valerie Mitchum,Home Office,Lancaster,California,West,OFF-BI-10001989,Office Supplies,67.136,,23.4976,
2544,US-2019-114174,8/9/2019,Standard Class,AP-10720,Anne Pryor,Home Office,Malden,Massachusetts,East,FUR-BO-10003450,Furniture,173.94,,13.9152,
2545,US-2019-114174,8/9/2019,Standard Class,AP-10720,Anne Pryor,Home Office,Malden,Massachusetts,East,OFF-LA-10000248,Office Supplies,14.76,,6.9372,
2591,US-2019-115455,8/9/2019,Standard Class,SE-20110,Sanjit Engle,Consumer,Wheeling,Illinois,Central,FUR-FU-10004671,Furniture,14.136,,-7.7748,
2592,US-2019-115455,8/9/2019,Standard Class,SE-20110,Sanjit Engle,Consumer,Wheeling,Illinois,Central,FUR-TA-10003569,Furniture,601.47,,-300.735,
3005,CA-2019-131499,8/9/2019,First Class,MG-17875,Michael Grace,Home Office,New York City,New York,East,OFF-AP-10003779,Office Supplies,207.48,,62.244,
4393,CA-2019-108868,8/9/2019,Standard Class,KB-16585,Ken Black,Corporate,Dallas,Texas,Central,OFF-AR-10001953,Office Supplies,70.368,,6.1572,
4394,CA-2019-108868,8/9/2019,Standard Class,KB-16585,Ken Black,Corporate,Dallas,Texas,Central,TEC-PH-10000923,Technology,59.96,,21.7355,
5083,CA-2019-155138,8/9/2019,Standard Class,JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,South,TEC-AC-10004209,Technology,35.168,,8.3524,
5084,CA-2019-155138,8/9/2019,Standard Class,JM-15580,Jill Matthias,Consumer,Monroe,North Carolina,South,OFF-PA-10000501,Office Supplies,64.704,,23.4552,
6834,CA-2019-153101,8/9/2019,Same Day,PJ-19015,Pauline Johnson,Consumer,Santa Ana,California,West,FUR-TA-10003008,Furniture,146.04,,-12.7785,
7401,CA-2019-110009,8/9/2019,Standard Class,TR-21325,Toby Ritter,Consumer,Seattle,Washington,West,FUR-FU-10003039,Furniture,43.13,,14.6642,
7402,CA-2019-110009,8/9/2019,Standard Class,TR-21325,Toby Ritter,Consumer,Seattle,Washington,West,OFF-PA-10002615,Office Supplies,30.87,,14.2002,
7464,CA-2019-103709,8/9/2019,Standard Class,LP-17095,Liz Preis,Consumer,Visalia,California,West,OFF-AR-10003338,Office Supplies,14.88,,3.72,
7465,CA-2019-103709,8/9/2019,Standard Class,LP-17095,Liz Preis,Consumer,Visalia,California,West,OFF-PA-10004610,Office Supplies,34.24,,15.408,
7466,CA-2019-103709,8/9/2019,Standard Class,LP-17095,Liz Preis,Consumer,Visalia,California,West,OFF-ST-10001272,Office Supplies,261.74,,65.435,
992,CA-2019-110023,9/9/2019,First Class,TS-21610,Troy Staebel,Consumer,New York City,New York,East,OFF-BI-10001036,Office Supplies,14.624,,5.484,
2995,CA-2019-112893,9/9/2019,Second Class,AT-10735,Annie Thurman,Consumer,Stockton,California,West,OFF-BI-10004654,Office Supplies,55.36,,18.684,
3568,CA-2019-137176,9/9/2019,Second Class,DB-12910,Daniel Byrd,Home Office,Dallas,Texas,Central,FUR-FU-10003832,Furniture,15.008,,-12.0064,
1619,US-2019-118780,10/9/2019,Second Class,PN-18775,Parhena Norris,Home Office,New York City,New York,East,OFF-ST-10000352,Office Supplies,59.48,,8.922,
1620,US-2019-118780,10/9/2019,Second Class,PN-18775,Parhena Norris,Home Office,New York City,New York,East,OFF-PA-10000575,Office Supplies,6.69,,3.0774,
2206,CA-2019-164350,10/9/2019,Second Class,CG-12040,Catherine Glotzbach,Home Office,Bristol,Tennessee,South,OFF-AR-10000538,Office Supplies,67.56,,8.445,
2494,CA-2019-146206,10/9/2019,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,FUR-TA-10004086,Furniture,300.93,,-34.392,
2495,CA-2019-146206,10/9/2019,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,TEC-PH-10000895,Technology,719.96,,53.997,
6707,CA-2019-112277,10/9/2019,Standard Class,SC-20695,Steve Chapman,Corporate,Fort Lauderdale,Florida,South,TEC-PH-10003505,Technology,519.68,,58.464,
8615,CA-2019-165918,10/9/2019,Standard Class,BD-11770,Bryan Davis,Consumer,Edmonds,Washington,West,OFF-LA-10003720,Office Supplies,7.38,,3.4686,
8616,CA-2019-165918,10/9/2019,Standard Class,BD-11770,Bryan Davis,Consumer,Edmonds,Washington,West,OFF-BI-10004364,Office Supplies,14.256,,4.455,
8617,CA-2019-165918,10/9/2019,Standard Class,BD-11770,Bryan Davis,Consumer,Edmonds,Washington,West,OFF-PA-10000100,Office Supplies,81.98,,40.1702,
8618,CA-2019-165918,10/9/2019,Standard Class,BD-11770,Bryan Davis,Consumer,Edmonds,Washington,West,OFF-BI-10004826,Office Supplies,39.624,,13.8684,
